name,description,price,pictureUri,type__id,type__type,brand__id,brand__brand,availableStock,restockThreshold,maxStockThreshold
Apple - 12.9-Inch iPad Pro (Latest Model) with Wi-Fi - 128GB - Silver,"The 12.9-inch iPad Pro features an immersive, edge-to-edge Liquid Retina display.¹ The new pro cameras, Wide and new Ultra Wide, combined with the all-new LiDAR Scanner enable entirely new experiences in the next generation of augmented reality (AR) apps. A12Z Bionic chip for powering essential apps and graphics-intensive games. Support for the new Magic Keyboard with trackpad² and Apple Pencil.² All-day battery life.³ And access to millions of apps on the App Store to transform iPad Pro into anything you need, anywhere you need it.",999.99,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/3813/3813011_sd.jpg;maxHeight=640;maxWidth=550,5ee686364ec11a476c5d740b,Tablets,5ee6899020739b47331de150,Apple,48,26,260
Apple - 11-Inch iPad Pro (Latest Model) with Wi-Fi - 128GB - Silver,"The 11-inch iPad Pro features an immersive, edge-to-edge Liquid Retina display.¹ The new pro cameras, Wide and new Ultra Wide, combined with the all-new LiDAR Scanner enable entirely new experiences in the next generation of augmented reality (AR) apps. A12Z Bionic chip for powering essential apps and graphics-intensive games. Support for the new Magic Keyboard with trackpad² and Apple Pencil.² All-day battery life.³ And access to millions of apps on the App Store to transform iPad Pro into anything you need, anywhere you need it.",799.99,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/3756/3756005_sd.jpg;maxHeight=640;maxWidth=550,5ee686364ec11a476c5d740b,Tablets,5ee6899020739b47331de150,Apple,68,12,120
Apple - iPad Air (Latest Model) with Wi-Fi - 64GB - Space Gray,"iPad Air features powerful technologies, such as the A12 Bionic chip with Neural Engine. A 10.5 Retina display with True Tone.¹ Support for Apple Pencil and the Smart Keyboard.² And at just one pound and 6.1mm thin, carrying all that power is effortless.",499.99,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/5985/5985600_sd.jpg;maxHeight=640;maxWidth=550,5ee686364ec11a476c5d740b,Tablets,5ee6899020739b47331de150,Apple,64,25,250
"Microsoft - Surface Pro 7 - 12.3 Touch Screen - Intel Core i3 - 4GB Memory - 128GB SSD with Black Type Cover (Latest Model) – Platinum","At the office, at home, or en route, new Surface Pro 7 adapts to the way you work with laptop-to-tablet versatility. And now it delivers more power than ever, with a laptop-class Intel® Core™ processor, all-day battery¹, Instant On, improved graphics, and longer standby time - plus more multitasking connections, now including both USB Type-C™ and USB Type-A ports. Includes Surface Pro Type Cover.",599.99,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6374/6374985_sd.jpg;maxHeight=640;maxWidth=550,5ee686364ec11a476c5d740b,Tablets,5ee68a0220739b47331de155,Microsoft,96,26,260
"Microsoft - Surface Pro 7 - 12.3 Touch Screen - Intel Core i7 - 16GB Memory - 256GB Solid State Drive (Latest Model) - Matte Black","At the office, at home, or en route, new Surface Pro 7 adapts to the way you work with laptop-to-tablet versatility. And now, it delivers more power than ever with a laptop-class Intel® Core™ processor, all-day battery¹, Instant On, improved graphics, and longer standby time - plus more multitasking connections, now including both USB-C™ and USB-A ports.",1299.99,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6375/6375054_sd.jpg;maxHeight=640;maxWidth=550,5ee686364ec11a476c5d740b,Tablets,5ee68a0220739b47331de155,Microsoft,45,11,110
"Samsung - Galaxy Tab S6 - 10.5 - 256GB - Mountain Gray","Complete tasks with ease while on the go by using this Samsung Galaxy Tab S6 tablet. The included intuitive S Pen lets you take and edit notes for a smooth work experience, while the magnetic technology makes storage and charging easy. Attach a keyboard with built-in trackpad to this Samsung Galaxy Tab S6 tablet for a seamless PC desktop experience.",599.99,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6357/6357008_sd.jpg;maxHeight=640;maxWidth=550,5ee686364ec11a476c5d740b,Tablets,5ee689f020739b47331de154,Samsung,95,27,270
Sony - Alpha a7 III Mirrorless [Video] Camera with FE 28-70 mm F3.5-5.6 OSS Lens,"Capture stunning portraits and beautiful action shots with this Sony a7 III full-frame mirrorless camera with FE 28-70mm standard zoom lens. Optical SteadyShot image stabilization delivers blur-free, crisp images, while the seven-blade circular aperture delivers more natural-looking bokeh effects. With its dust- and moisture-resistant design, this camera is ideal for both indoor and outdoor photo shoots.",1999.99,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6213/6213100_sd.jpg;maxHeight=640;maxWidth=550,5ee6863d4ec11a476c5d740c,Cameras,5ee68a5020739b47331de157,Sony,66,27,270
Sony - Alpha a7 II Full-Frame Mirrorless Video Camera with 28-70mm Lens – Black,"With 5-axis in-body image stabilization, this Sony a7 II mirrorless camera lets you take clear, arresting images on the go. The 3 tiltable TFT-LCD and high-contrast OLED EVF make it easy to accurately frame your shot.",999.99,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/1634/1634012_sd.jpg;maxHeight=640;maxWidth=550,5ee6863d4ec11a476c5d740c,Cameras,5ee68a5020739b47331de157,Sony,99,29,290
Nikon - Z50 Mirrorless Camera Two Lens Kit with NIKKOR Z DX 16-50mm f/3.5-6.3 VR and NIKKOR Z DX 50-250mm f/4.5-6.3 VR Lenses – Black,"Tell your story creatively with this Nikon Z50 mirrorless digital camera kit. The included 15-60mm and 50-250mm VR lenses in this kit let you capture a variety of scenes, while the 20.9MP sensor delivers high-speed performance and superior image quality. Built-in Wi-Fi and Bluetooth ensure easy sharing of photos and videos. This Nikon Z50 mirrorless digital camera kit is compact and lightweight for portability.",1099.99,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6385/6385414_rd.jpg;maxHeight=640;maxWidth=550,5ee6863d4ec11a476c5d740c,Cameras,5ee68a5a20739b47331de158,Nikon,18,13,130
Nikon - Z6 Mirrorless 4k Video Camera with NIKKOR Z 24-70mm Lens – Black,"Produce dynamic stills and 4K videos with this 24.5-megapixel Nikon Z6 mirrorless camera. Its lightweight, compact body provides ergonomic, balanced handling and compatibility with 360 NIKKOR lenses via an FTZ mount. The included 24-70mm lens of this Nikon Z6 mirrorless camera has a constant f/4 maximum aperture that's suitable for various photography applications.",2199.99,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6292/6292227_sd.jpg;maxHeight=640;maxWidth=550,5ee6863d4ec11a476c5d740c,Cameras,5ee68a5a20739b47331de158,Nikon,49,30,300
Canon - VIXIA HF W10 Waterproof HD Camcorder – Blue,"Record important life events with this Canon VIXIA camcorder. The high-capacity battery supports up to 4.5 hours of continuous operation to capture every detail, and it's resistant to water, shock and dust for durable use in rugged outdoor environments. Full HD, dynamic zoom and image stabilization features add to the high-quality performance of this Canon VIXIA camcorder.",249.99,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6331/6331906_rd.jpg;maxHeight=640;maxWidth=550,5ee6863d4ec11a476c5d740c,Cameras,5ee68a4720739b47331de156,Canon,68,15,150
Canon - EOS Rebel T7 DSLR Video Two Lens Kit with EF-S 18-55mm and EF 75-300mm Lenses,"Take stunning pictures with vibrant colors using this EOS Rebel T7 camera. The built-in Wi-Fi makes printing and sharing pictures quick and easy, and the auto-focus system creates crisp images at a moment's notice. This EOS Rebel T7 camera takes Full HD video, allowing experiences to be captured with quality.",449.99,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6323/6323759_sd.jpg;maxHeight=640;maxWidth=550,5ee6863d4ec11a476c5d740c,Cameras,5ee68a4720739b47331de156,Canon,34,17,170
Canon - EOS RP Mirrorless Camera with RF 24-105mm f/4-7.1 IS STM Lens,"The EOS RP and RF24-105mm F4-7.1 IS STM lens kit is a compact and lightweight RF-series kit that offers a versatile zoom range, capturing different subjects with ease. For macro enthusiasts, the EOS RP and RF24-105mm F4-7.1 IS STM lens kit is particularly advantageous, offering an impressive maximum magnification of 0.5x using Center Macro Focus - helping you snap photos from as close as one inch away. Your images and videos will remain clear and steady, too, thanks to a leadscrew-type STM motor that enables smooth autofocusing and optical image stabilization with up to five stops of shake correction. And, with a control ring that allows for quick setting changes, including shutter speed and aperture, the EOS RP and RF24-105mm F4-7.1 IS STM lens kit puts quality, convenience, and control in your hands, making it perfect duo for everyday use.",999.99,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6409/6409982_sd.jpg;maxHeight=640;maxWidth=550,5ee6863d4ec11a476c5d740c,Cameras,5ee68a4720739b47331de156,Canon,91,10,100
Google - Pixel 3a XL- 64GB (Unlocked) - Just Black,"Capture and store a multitude of high-quality photos and videos with this Google Pixel 3a XL smartphone. The Titan M security chip provides protection against viruses and other threats, while the Quick Switch Adapter makes transferring contacts, texts and other media simple. This Google Pixel 3a XL smartphone features a long-lasting battery for extra convenience.",269.99,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6347/6347790cv12d.jpg;maxHeight=640;maxWidth=550,5ee686464ec11a476c5d740d,Cell Phones,5ee68a9e20739b47331de159,Google,99,14,140
Google - Pixel 4 XL with 128GB Cell Phone (Unlocked) - Just Black,"Google Pixel 4 XL is the phone made the Google Way, with a camera that takes a perfect shot every time and the new Google Assistant. It also provides Motion Sense™ technology. Google Pixel 4 XL is built around Google software you know and love that's always getting better.",949.99,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6382/6382524_sd.jpg;maxHeight=640;maxWidth=550,5ee686464ec11a476c5d740d,Cell Phones,5ee68a9e20739b47331de159,Google,56,25,250
Apple - iPhone SE (2nd generation) 64GB (Unlocked) – Black,"iPhone SE is the most powerful 4.7-inch iPhone ever.¹ Featuring A13 Bionic, the fastest chip in a smartphone, for incredible performance in apps, games, and photography. Portrait mode for studio-quality portraits and six lighting effects. Next-generation Smart HDR for incredible detail across highlights and shadows. Cinematic-quality 4K video. And all the advanced features of iOS. With long battery life² and water resistance,³ it's so much of the iPhone you love, in a not so big size.",349.99,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6389/6389069_sd.jpg;maxHeight=640;maxWidth=550,5ee686464ec11a476c5d740d,Cell Phones,5ee6899020739b47331de150,Apple,53,23,230
Apple - iPhone 11 Pro Max 512GB - Midnight Green (Unlocked),"Shoot amazing videos and photos with the Ultra Wide, Wide, and Telephoto cameras. Capture your best low-light photos with Night mode. Watch HDR movies and shows on the 6.5-inch Super Retina XDR display – the brightest iPhone display yet.¹ Experience unprecedented performance with A13 Bionic for gaming, augmented reality (AR), and photography. And get all-day battery life² and a new level of water resistance.³ All in the first iPhone powerful enough to be called Pro.",1449.99,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6223/6223110cv11d.jpg;maxHeight=640;maxWidth=550,5ee686464ec11a476c5d740d,Cell Phones,5ee6899020739b47331de150,Apple,3,15,150
Apple - iPhone XS Max with 64GB Memory Cell Phone (Unlocked) - Space Gray,"iPhone XS Max features a 6.5-inch Super Retina display with custom-built OLED panels for an HDR display that provides the industry's best color accuracy, true blacks, and remarkable brightness.¹ Advanced Face ID lets you securely unlock your iPhone, log in to apps, and pay with just a glance. The A12 Bionic chip with next-generation Neural Engine uses real-time machine learning to transform the way you experience photos, gaming, augmented reality, and more. A breakthrough 12MP dual-camera system takes your portraits to the next level with Portrait mode, Portrait Lighting, enhanced bokeh, and all-new Depth Control. Water resistance.² And iOS 12 – the most advanced mobile operating system – with powerful new tools that make iPhone more personal than ever.",999.99,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/7639/7639067cv12d.jpg;maxHeight=640;maxWidth=550,5ee686464ec11a476c5d740d,Cell Phones,5ee6899020739b47331de150,Apple,25,11,110
Samsung - Galaxy S10e with 128GB Memory Cell Phone (Unlocked) Prism - Prism Black,"This Samsung Galaxy S10e features an immersive display, sleek in size and packed with power. The incredible, powerful camera and totally reimagined interface do more in less space, with an intelligent battery that's big enough to share.",499.99,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6323/6323358_rd.jpg;maxHeight=640;maxWidth=550,5ee686464ec11a476c5d740d,Cell Phones,5ee689f020739b47331de154,Samsung,38,20,200
Samsung - Galaxy Fold with 512GB Memory Cell Phone (Unlocked) - Cosmos Black,"Change the way you communicate and connect with this unlocked Samsung Galaxy Fold smartphone. The 12GB of RAM and octa-core processor offer fast, powerful performance for seamless multitasking and gaming, while the 512GB of storage space leaves ample room for important files, photos and videos. This black Samsung Galaxy Fold smartphone features six cameras to accommodate selfie, wide-angle, ultrawide and telephoto shots.",1879.99,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6377/6377530_sd.jpg;maxHeight=640;maxWidth=550,5ee686464ec11a476c5d740d,Cell Phones,5ee689f020739b47331de154,Samsung,55,10,100
Samsung - Geek Squad Certified Refurbished Galaxy S20 Ultra 5G Enabled 512GB (Unlocked) - Cosmic Black,"Geek Squad® Certified Refurbished products are thoroughly, painstakingly and lovingly tested, so you can be sure that your device will work right, right away. Learn more about Take breath-taking selfies with this cosmic black refurbished Samsung Galaxy S20 Ultra smartphone. The slim, 6.9-inch screen enhances your viewing experience, while the 40MP camera captures professional-looking photos and videos. This unlocked Samsung Galaxy S20 Ultra smartphone is 5G enabled that provides high network speeds with ultra-fast streaming, while the octa-core 2.84GHz processor ensures optimum application performance.",1439.99,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6407/6407001cv11d.jpg;maxHeight=640;maxWidth=550,5ee686464ec11a476c5d740d,Cell Phones,5ee689f020739b47331de154,Samsung,71,26,260
